"LPI_final"	"CI_low"	"CI_high"
1	1	1
1.00582609649661	0.958912324434542	1.06208528799368
1.00937400427136	0.949646852998499	1.09071000703499
0.964655011400487	0.866561477535927	1.04267402818398
0.925097136612367	0.795853590645083	1.04227229705426
0.917345628503595	0.774682488813083	1.04500263185456
0.873555121279101	0.745326203865376	1.01197266348518
0.839168131726956	0.725226105955221	0.965211936643579
0.802159732279088	0.682877223216696	0.918580921204353
0.780393091450443	0.66170956389049	0.896013212045106
0.765478661095952	0.648684667746103	0.881484402284545
0.743784191122453	0.632255745762805	0.848842238097633
0.718152327133276	0.615626511942336	0.826973321207457
0.689170902163777	0.581655915313482	0.795079710436645
0.668978578818415	0.567966931933297	0.772776445194789
0.704665703357338	0.591408082789798	0.820294023092638
0.657042762625072	0.544760937951011	0.761347191715191
0.630118068632554	0.516355835174398	0.755633344369848
0.608663760164029	0.50078304658636	0.724717297904097
0.623584906203175	0.507690551432885	0.771459269522676
0.620429248584219	0.496271165279055	0.772788083711903
0.587138689255648	0.477579410465442	0.748837699296452
0.559709023726708	0.444268811794923	0.714076104797893
0.558852235166196	0.429171055507214	0.735717555378703
0.515179642131136	0.380036617249312	0.673562113065035
0.51829805319955	0.387234250982982	0.6625817610968
0.492842339311732	0.363942257684655	0.617180080014477
0.471988436154119	0.362837267922005	0.600694385211766
0.459865749394452	0.347563842037894	0.59551776758794
0.439118557329811	0.327802102020609	0.575465974880184
0.41590918261679	0.297927210133404	0.544868794465015
0.401709765687715	0.288163855055755	0.544350142182079
0.388704256642051	0.28008634815159	0.520174209894704
0.400802070015929	0.286415046051067	0.536221179430047
0.40381066616844	0.289568458938152	0.540954910789681
0.379480951968014	0.27310845270751	0.498499939883898
0.376292866824708	0.273923820143826	0.504642831124416
0.35822346899546	0.258980505356553	0.478181079809578
0.346303047936417	0.244048186638558	0.496908724283874
0.331439121485853	0.237920733955982	0.476235972932174
0.311679834273964	0.221458728699563	0.433020672355299
0.320643543756825	0.228827190343987	0.467085764197155
0.318786256850247	0.221928623518429	0.467326268149244
0.33569288317686	0.241872293035769	0.49925849805775
0.374594060288375	0.266035578161962	0.558401302203099
0.381244935325393	0.270509095056253	0.570394445929407
0.378849304676532	0.261065339140614	0.563942585592525
