"LPI_final"	"CI_low"	"CI_high"
1	1	1
1.00410032610344	0.96075894261518	1.0325629255415
1.01647739256817	0.962904600734348	1.06193681437943
1.03994001877997	0.983122358328351	1.0949841751479
1.06581559954152	1.002003147289	1.12992786123067
1.07318035355567	0.995142560206029	1.14332403932181
1.06775936062934	0.978315283166479	1.14749875815817
1.06659786820977	0.954010447635236	1.17254212638832
1.10204231488793	0.973759755602275	1.24423181236405
1.14993185277527	1.02011680854216	1.30820621086859
1.08914870372877	0.963200733846135	1.23645473186495
1.04375232212685	0.916780188523905	1.21562179967907
1.02921834059186	0.901398979255635	1.17951766618609
1.0422284104397	0.904975446547624	1.21453973071584
1.01014507744484	0.867261082326835	1.16897270292917
1.05920719477608	0.89710608560988	1.22028249408449
1.08042374590639	0.906950636966724	1.25602612529976
1.0828555880947	0.907822720276812	1.26042853108914
1.1249666758782	0.942302045153999	1.30840811179391
1.18625520831835	0.98189068228479	1.39657499281124
1.21222243565364	1.00408829879984	1.42522392486874
1.20116109356611	0.991803763838148	1.39478501133773
1.14768752818245	0.913801921716721	1.32645202591575
1.08769143426172	0.863839652485332	1.253325751626
1.0550152514121	0.839204392993252	1.22640157817071
1.04857070924788	0.83481727007369	1.21816686458793
1.02333981620797	0.798293572339469	1.19881521286361
0.978227716843004	0.77703328067429	1.15713815032024
0.962830741179805	0.771825787690437	1.13047433819993
0.929664749997531	0.740415939601327	1.0956330284829
0.917252085022583	0.724602962420773	1.08175350298505
0.91663348579993	0.730114148071647	1.09127859578538
0.867786175477608	0.690972614040656	1.04607165527862
0.888781122815744	0.702939742297923	1.06852835052038
0.908729984607658	0.716288563785553	1.09740186741853
0.908913980579332	0.718098021807838	1.10365872430512
0.893207029632119	0.692033238771792	1.08094541931016
0.926283649450281	0.715948462536782	1.14376755720157
0.916358851771908	0.708604485092949	1.12470622076624
0.9013708329481	0.695365277366039	1.10853892925624
0.920395913677704	0.697402789405208	1.11569900575478
0.869379754236621	0.643049251864565	1.07355885806073
0.865418847544975	0.639175447414102	1.07206275240599
0.8599221070121	0.624339561195323	1.07784517850613
0.826407649534298	0.605514158437854	1.09107668393766
0.830051407343529	0.599396457480077	1.08949810167302
0.79532053139032	0.584739370981479	1.03649215773519
