"ConcaveL"	"LinearL"	"ConvexL"	"ConcaveH"	"LinearH"	"ConvexH"
0.400890304201034	0.39970372028566	0.399767847997729	0.388711887410531	0.402117655064058	0.397547841567865
0.399941872036193	0.400152857653487	0.399800534955761	0.405820760119736	0.397031226817263	0.400726120478315
0.39997225059032	0.400105438677684	0.399838674682449	0.396554165218606	0.399574062219874	0.397549374377804
0.400362899311149	0.400191450441843	0.39999125463866	0.402145782842976	0.392222327120283	0.398639107082431
0.400180936523282	0.400106139751644	0.39995759791748	0.399885233531689	0.398608589718067	0.401776833976761
0.399580712730901	0.399958220986167	0.399895875811831	0.399703940399094	0.399093697430797	0.398529730209698
0.399798053236034	0.40007289063844	0.400723175153559	0.406045193177986	0.403965852618022	0.397129312755712
0.400210487549774	0.399971266562944	0.399801357482095	0.399312143966514	0.396772071875494	0.398932667398277
0.40012045996546	0.399990954959511	0.399820144741848	0.394982583869426	0.3981852025885	0.398308840673452
0.400688264131956	0.400209141757849	0.40049651538451	0.40338741765042	0.39992262895399	0.394421024844859
0.400060123724018	0.400433134224042	0.4004886810671	0.399327004801104	0.39795045395495	0.398519832446089
0.400146835051494	0.400132533493426	0.399963213888496	0.399063411665502	0.400581200791839	0.39768171110273
0.400332657794459	0.400159413018084	0.399961404496907	0.399052253288471	0.396726119814511	0.397222413283634
0.400186723642439	0.399985485866875	0.399626921093937	0.400384083823803	0.398842666069591	0.396475841356277
0.400422471181742	0.400019441180871	0.399926596854322	0.398275501033673	0.399484565553227	0.396633608237449
0.400367646849164	0.400031676598123	0.399809249600078	0.39767918144064	0.399846940848517	0.397267540134774
0.40030128235051	0.400188543071841	0.400233629317828	0.399041822183749	0.40328994883865	0.399906059852862
0.400067852100406	0.399966305807136	0.399877287154161	0.391543644874273	0.398178923130565	0.400904209087411
0.400003233015324	0.399933395932583	0.399952594856784	0.396531889832239	0.396167863767673	0.397112081578987
0.400199080062794	0.400060584860186	0.399758197448973	0.400324060406809	0.398915309494474	0.395288827393794
0.400398074291475	0.400094306108666	0.399634576933711	0.3982663393487	0.396577354989387	0.402102290265826
0.400200686233767	0.399953551224708	0.399900005562286	0.399385345831097	0.396045450935732	0.400963317462392
0.399554377382608	0.400301440564556	0.40018584849296	0.399634625508798	0.400556970495474	0.400304064597495
0.399805358844111	0.40003273744847	0.399958350905883	0.40005794129444	0.395617452771329	0.395535290474672
0.400513988771961	0.400325254781492	0.399842880879828	0.399197110465807	0.398800567279415	0.39906377240214
0.400629268112759	0.400120124449659	0.400052984928176	0.401101814129934	0.397659159900705	0.398170042244715
0.399872367591826	0.400112007552011	0.400153781563682	0.399799793004971	0.39664750505854	0.399537563238845
0.399942533291334	0.400395648703636	0.399806799008745	0.397717774629916	0.401647162213859	0.399916528998995
0.400302382757624	0.399955358736035	0.400318454131894	0.397249544668976	0.399709569966687	0.398568202456264
0.40012605493608	0.399968287708869	0.400082178942375	0.398418132922934	0.401188351540585	0.400080938504451
0.40009098963035	0.400050792503016	0.400263431659692	0.397869124918716	0.397681723424319	0.401545699389448
0.399634757377362	0.40010988918968	0.400575788133822	0.401428078206409	0.398361517206754	0.402521888172467
0.399972288672684	0.400088894644911	0.399914841770924	0.397170266093006	0.398157226190174	0.400883556214963
0.400223720134405	0.400109352427191	0.399242113132982	0.396149814433256	0.397207213454772	0.395235926334552
0.399793394024808	0.399952744492667	0.400228443139713	0.402091357050548	0.399388937591079	0.39824162224617
0.400216963571962	0.39990455748059	0.400227183251289	0.403340856681499	0.400267400506088	0.400033253859288
0.399567088999263	0.400033354910732	0.400063373134872	0.399076897925401	0.40089867663043	0.399726653900818
0.399933830431597	0.400066445495973	0.400322413187238	0.400267766581981	0.397468712051565	0.398005065017376
0.400165205650045	0.39969731220362	0.400431207195438	0.398753584875422	0.401534024519021	0.40011626865461
0.400456065937715	0.400283743958311	0.400002293712352	0.400430846378642	0.397822863622553	0.399222188729035
0.40024470052182	0.400138027917603	0.399996641145673	0.401824774794565	0.400000113405632	0.402430551492591
0.399907035032108	0.399835333754764	0.399504347555551	0.39747044190085	0.395131401329249	0.399447996902096
0.40005408460705	0.400064301658652	0.400161240216619	0.400884927538581	0.397721029050459	0.400135561683102
0.400760068981422	0.399769838917411	0.399726530811277	0.400464580519839	0.39859056538411	0.39976543579471
0.399614976150726	0.399931138501701	0.400189890401998	0.393856666078409	0.401198420622924	0.403637125771546
0.400208074347374	0.399784378451442	0.399783498981989	0.39044569794872	0.398637190947127	0.402033438913189
0.399999648746301	0.400317090942304	0.399640125068598	0.394469408878845	0.398879382165631	0.400579473009888
0.400037276131046	0.400081263687047	0.399509917194952	0.400603950323369	0.395023785074056	0.400428691898143
0.400135789178051	0.399981369558914	0.400430162327745	0.403973028710064	0.400409836119172	0.40265267902518
0.400508384539823	0.400231596634357	0.399829905862315	0.398318813637544	0.401502226134155	0.399176436014354
0.400058408382435	0.400196886496302	0.400071216743043	0.397028564349771	0.400267362600358	0.401031390095833
0.400212515745681	0.400183638299766	0.400128716815727	0.399200626903922	0.39681466619577	0.401460981383252
0.400182071080766	0.400073737662308	0.400154021135845	0.401092329695473	0.398045199303406	0.400112558720745
0.400299288159606	0.399982868573625	0.399685687443389	0.399635052485428	0.399414652628848	0.399288434309885
0.399893523248743	0.400162071166186	0.400129922228194	0.395177514237251	0.399450884074382	0.396757383053338
