"LPI_final"	"CI_low"	"CI_high"
1	1	1
0.986797482983052	0.961963769201525	1.01274693100626
0.971059285376253	0.927258789474561	1.02339477828231
0.918140785000903	0.830464184988033	1.0078695905635
0.884888275545939	0.777433684266208	0.989035375916307
0.898954781577336	0.757151280554145	1.03712241501373
0.850667365180113	0.709959451752335	0.986720722019534
0.811843283861723	0.671825705185199	0.930082922188947
0.765978609934727	0.633898837552028	0.884268976607748
0.738981672389007	0.601719451707097	0.856911946465701
0.715848510861141	0.580565506575603	0.83470282927175
0.694591693489107	0.561072615627122	0.80873960284767
0.676709502376917	0.542086764572172	0.786812314563551
0.624474494805447	0.506141397352502	0.745034219717924
0.595776618612851	0.48122457289099	0.732109665171615
0.584890368063102	0.46817105352815	0.720675022432345
0.582536650665156	0.46683798397051	0.720629335949043
0.582846439937946	0.460648799058863	0.733068905603722
0.582267221745272	0.463707512189895	0.734295726925175
0.576493080648862	0.464386470372954	0.720173976815826
0.569492761487887	0.45882874387514	0.717022473294203
0.565702207538716	0.455003931704857	0.706044119635879
0.548266668107064	0.44293265192958	0.683815995064915
0.536760838646755	0.433959571334965	0.6647870601476
0.524388985389619	0.424876877022588	0.648239881128246
0.511408635501437	0.411738957256131	0.631848880034025
0.49259637761254	0.394771215306296	0.61405073320062
0.487088424668902	0.383331820586214	0.601754126333325
0.477753742468208	0.373627063384923	0.596122503195207
0.452393006301956	0.355305748479282	0.560863980315734
0.441631533630635	0.34719675193657	0.547686503150183
0.439156518646933	0.344327527820366	0.541790993868351
0.416015837513745	0.326471357980348	0.522001049614285
0.423219551190864	0.327990977559395	0.520688325131532
0.406367449739553	0.315372539296558	0.508617504351321
0.391126356481909	0.301742354667356	0.487537775632858
0.370939985168666	0.287166140708017	0.469848126719434
0.355623454946474	0.272351667309608	0.448506030506934
0.330567293882777	0.251585501533588	0.421570905378157
0.31172096972465	0.239804847047626	0.399160161527168
0.302036413471046	0.230325676459766	0.388904751634554
0.283641524767101	0.209375739314067	0.365121465584645
0.280293173965873	0.207914526922279	0.372479528150856
0.282563968903106	0.210072195053404	0.376440162509117
0.278136479607445	0.208062304297858	0.363247681870438
0.282152439652859	0.207645714256571	0.375273235434151
0.265843468210475	0.195017947258324	0.353862642913914
