"ConcaveL"	"LinearL"	"ConvexL"	"ConcaveH"	"LinearH"	"ConvexH"
1.59986275461716	1.6002917790978	1.59939957574966	1.60176676187448	1.59597906160612	1.59836050607377
1.60008160530259	1.60006096229307	1.5991175900587	1.60188218959504	1.59979673128326	1.59976109868314
1.60014181871604	1.59995411427481	1.5996023880027	1.59928386708414	1.60163561862589	1.59682554169289
1.60069675931821	1.59958238842189	1.6001665733591	1.59844341565778	1.60238563311414	1.60289854482368
1.6005732792774	1.60070369100915	1.59921872044718	1.60045298795572	1.60008056661119	1.60079663787438
1.60013547210323	1.59965265807351	1.59994083341841	1.5991457877409	1.59998496190928	1.59844075128094
1.59998815077261	1.60012822926813	1.59940932603419	1.60110221369086	1.59855681769668	1.59705314394404
1.60067660557107	1.59989336540516	1.60056558776379	1.60405739887609	1.60208390713969	1.59742615315402
1.5996881941752	1.6004811529767	1.59997576893919	1.60193906253666	1.60143805126682	1.60304036389152
1.59975160318273	1.59992479797628	1.5999921455399	1.59742564901413	1.59566761934781	1.59817761699018
1.59986405598194	1.59995115451019	1.59960240746445	1.60128975466386	1.59540880418432	1.59773560589375
1.59956054267848	1.60016322652656	1.59923947104532	1.59930361298458	1.60253540016547	1.60092944102142
1.6012529204912	1.59979632382884	1.59977986942261	1.5978884985908	1.60107645591696	1.59874147261774
