"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"
1	0.997600480949875	0.993284891923558	0.990978155392545	0.990185372822139	0.990676796074956	0.992183458111794	0.993099035347496	0.993744586284044	0.994431740064637	0.993819570322934	0.993489452857652	0.992854552206131	0.992129803462203	0.990666429366589	0.990391632270752	0.987991170683603	0.984063904549184	0.981865414929424	0.979828429683587	0.978635573566527	0.978182186108572	0.977322029475691	0.976826223439431	0.975652950046461	0.975198313142717	0.974028599001472	0.972851704293699	0.972295916165748	0.971742326680716	0.972379262266723	0.972738745125367	0.972189564502233	0.9704583439678	0.968807456637368	0.967575872480025	0.966737062982144	0.964439894298082	0.964309151498929	0.963631512150861	0.96186186338593	0.959222285048568	0.960456896537077	0.95899231475172	0.959292046776182	0.962398257696016	0.965677051573539
1	0.99786343863396	0.997633151704643	0.997413333708723	0.997520897234133	0.996451326630172	0.995841972837681	0.995962979199386	0.995381802456638	0.994050793777804	0.992007724879367	0.991064075235937	0.98972832762229	0.988209507330625	0.98675864689402	0.984864280605306	0.983329789680881	0.98265818254871	0.981384184815292	0.981132096685484	0.978635164713687	0.97785879915533	0.977723942798814	0.977313001049495	0.977394659055669	0.976991859332942	0.976235693720687	0.976064841982517	0.974759814850041	0.971916632886253	0.970038825106655	0.969217888719446	0.968561357752492	0.967575488069809	0.966023256889168	0.96353421817454	0.961850840631818	0.961541722066843	0.961753230040319	0.961755821622902	0.961609683751328	0.964416954070744	0.963080409916821	0.958929189718896	0.956193527406837	0.95909077621515	0.964403496413927
1	0.999594881855284	0.999303278228189	0.999442166662842	1.00049742159848	0.999725555625323	0.996206755202808	0.993915819120503	0.992869610210606	0.99200630018298	0.991554849110074	0.991007655246059	0.989821981621193	0.988389593644549	0.98598046836819	0.984746343269401	0.982439044315431	0.98106899216689	0.979214755084723	0.977710472570649	0.973865379879571	0.973315236115453	0.972649076691256	0.971619498612413	0.970472690974729	0.969600283534332	0.968392470553514	0.967269690817816	0.965740737642143	0.96274933657381	0.960678154054726	0.957488043230162	0.954025944780253	0.952172508117992	0.950366891203479	0.949000119011154	0.947874121688376	0.947235220657894	0.947987861426606	0.948127223112111	0.949024851439595	0.951404957857874	0.951643614447382	0.953182341067182	0.95577789239444	0.956436845109099	0.958789974587608
1	0.999704491359997	0.999332520181429	0.997279106635668	0.993040713812186	0.989410067643219	0.986959450171597	0.984902423834823	0.983840920379465	0.983259197296998	0.98168132434388	0.979391280959769	0.97838215127919	0.977812915811062	0.97757831612725	0.975384639965773	0.973709810150536	0.972664248278584	0.970352582362442	0.969603411551468	0.969378346605896	0.969127559749317	0.968796683151869	0.968736240140543	0.968621603618933	0.969411949567753	0.96998199937389	0.969323311209898	0.967682696233402	0.965000887909651	0.963653730809732	0.962508383563866	0.959852387697172	0.956531124437311	0.955124066663293	0.95376290376468	0.95209256293668	0.94959180659124	0.948859519920624	0.948002538417572	0.945011931316377	0.943679528733042	0.944366438218821	0.940344938848955	0.938402971533332	0.937336129567229	0.935569611116881
1	1.0009996254785	1.00285981090816	1.0008514009855	0.996237276182497	0.990461551725347	0.986880898425553	0.984334614411919	0.982537789879657	0.980551545085274	0.977700034928734	0.974366600626795	0.972843198054483	0.972893422722422	0.971135669216853	0.968187004739377	0.965887038660645	0.966467752296656	0.967188291314865	0.966031181224485	0.965521933916532	0.964061238779729	0.962739821207148	0.962083506039189	0.961327775334795	0.960046512165397	0.958934511625559	0.957001611853897	0.955388205557659	0.95405188236541	0.95400521788383	0.954151306655309	0.953142151254896	0.953259885332569	0.953291370276904	0.953507077664155	0.952613452767312	0.952716530191771	0.951575257318348	0.950926603872378	0.951147779885333	0.952863327203577	0.953674906857348	0.953741892165758	0.954202980249666	0.95286659515151	0.956473932818708
1	0.998631993786609	0.998224550999363	0.996983117679612	0.997031793511113	0.997775628577009	0.996963922258453	0.995425950813871	0.992517274210089	0.990178788298519	0.989659096493698	0.98873132569393	0.988517414304411	0.99021642081902	0.990746871004254	0.989038199826631	0.989327328192427	0.988284204008681	0.987353129340912	0.985378498492974	0.984113194340622	0.98399695780418	0.983191033232352	0.982383189976001	0.980631824953307	0.979282645949216	0.977472535214182	0.975946895607401	0.975282076991512	0.97440353393423	0.973608602685853	0.972253376171367	0.969484160276031	0.967676116793027	0.966882627512618	0.965763251450916	0.965513695363947	0.963415823060338	0.962869076945018	0.961697184808478	0.959719392064413	0.957942629039589	0.955903124004758	0.953934204284133	0.950997895047756	0.946988336756659	0.951220183170841
1	0.999983686971046	0.999449169560986	0.998223508053459	0.994511030109128	0.99208556280782	0.989159340222923	0.986291725139962	0.983336278528353	0.979737774145046	0.977100792502785	0.974760513376753	0.973499799430255	0.971773168017853	0.969674972881923	0.965585554072722	0.962910601446247	0.961259383645456	0.960101581833328	0.959423335865605	0.959936360196568	0.960118925895339	0.959748444513404	0.958982611917086	0.958500171773542	0.957171875880626	0.956629518214649	0.956163758675059	0.954705672303872	0.952502492412498	0.950912587509495	0.948936440946431	0.947235436653961	0.946743239165952	0.946670212223726	0.947138708202883	0.946963534144137	0.945483401447945	0.943468304922941	0.941685472782932	0.939818815527976	0.940890122028263	0.944374442467751	0.946776629305307	0.949465411345416	0.947898216923731	0.943708341545502
1	0.998113274004183	0.997362623483665	0.997716169119039	0.999780604558805	0.998843648369998	0.996238623164326	0.994186122961269	0.99482495170928	0.996172001540572	0.999005359300313	0.999371992104897	0.998895652384213	0.99642748634454	0.994036827788373	0.994407249404623	0.994810468109867	0.992791612561719	0.991268366476305	0.989448902154316	0.987784714256443	0.986634916951072	0.985199349974157	0.984347898096241	0.983443560701741	0.982654882622648	0.982124873914885	0.981330987410022	0.980337435561917	0.979854524412929	0.980280924389542	0.979630594610313	0.978437398308842	0.975849819563944	0.972569865072017	0.970212561329168	0.968811381699192	0.967507440844348	0.966189857790189	0.96407826566384	0.960975593716683	0.957378350767794	0.956684897881633	0.956048917950151	0.957120717535482	0.958044635231612	0.959768854549915
1	0.999097265665305	0.998961377052346	0.997448797520145	0.996198851940688	0.99405147234434	0.994482177100827	0.994628489658528	0.993881698565541	0.990946563325851	0.989716876483718	0.988586817541662	0.988309587579347	0.986947435163913	0.983527139916273	0.978791294520965	0.97695781794188	0.975174087386857	0.974335239017361	0.972678711235696	0.971882799231034	0.970415390254815	0.968187530257118	0.966628388165673	0.96548121410162	0.964494580426452	0.963116698491185	0.962789150750241	0.962868200329818	0.961537655170445	0.960440348756226	0.959144975139166	0.957454991295862	0.954902726202987	0.95392413717725	0.952860943238919	0.952149713872832	0.952072462493595	0.951149637567811	0.949507246001554	0.947714573481631	0.947145481693345	0.947107931838952	0.94969611780309	0.949875903985326	0.95010661653402	0.95185838471433
1	0.999115394474385	0.994607649612025	0.991076033939562	0.989510445523344	0.988254821709809	0.987671504155599	0.985098438921302	0.982911055603697	0.980513386088882	0.979527764750472	0.979611674707765	0.979453268823958	0.979779670030783	0.979282348690273	0.976943422417706	0.976996080620435	0.976858851507653	0.977358881498703	0.976158922760319	0.975054623707793	0.974514237246789	0.973043606229035	0.972325630439845	0.971474634232027	0.970319270740117	0.969241899953389	0.968166405457932	0.966709757474823	0.966445250017074	0.965158282067342	0.96366732656313	0.962502838870117	0.962289205041207	0.960811607118818	0.959944437800653	0.959785914710291	0.959251722853106	0.960069448342058	0.959680196676321	0.955566676119749	0.952459570028598	0.948528465118719	0.946078778408298	0.942342468980057	0.940167045891354	0.939313417870696
